manufacturer,model,type,year,price,mileage,location,transmission,fuel_type,grade,car_condition
Toyota,Camry,Sedan,2006,3146000,134585,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Toyota,Venza,Suv,2009,4714000,192394,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2012,2922000,130368,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C320,Sedan,2002,1578000,249791,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Lexus,Gx460,Suv,2016,29130000,36017,"C45 , Abuja",automatic,Petrol,C,Foreign used
Mercedes-Benz,GLK 350,Suv,2011,7290000,104115,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Toyota,Highlander,Suv,2005,1914000,115094,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2003,1354000,142356,"C45 , Port Harcourt",automatic,Petrol,E,Nigerian used
Mercedes-Benz,E350,Sedan,2011,3818000,61181,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2011,3370000,106207,"C45 , Lagos",automatic,Petrol,D,Foreign used
Peugeot,206,Coupe,2001,626000,99999,"C45 , Kaduna",manual,Petrol, ,Nigerian used
Kia,Rio,Sedan,2009,1074000,109581,C45,manual,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007,1914000,111237,C45,automatic,Petrol,D,Nigerian used
Toyota,Aurion,Sedan,2009,2597500,214479,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,2004,1410000,189605,"C45 , Benin",automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2004,1914000,29999,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2007,1866250,134577,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Honda,Civic,Sedan,2013,5386000,3712,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,4Runner,Suv,1998,906000,99876,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Lexus,Gs 300,Sedan,2005,1074000,169918,"C45 , Benin",automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,1998,682000,181673,"C45 , Lagos",manual,Petrol,D,Nigerian used
Nissan,Altima,Sedan,2009,1466000,85022,"C45 , Abuja",automatic,Petrol,C,Foreign used
Honda,Cr-V,Convertible,2012,3594000,194019,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,E350,Sedan,2006,2026000,145279,"C45 , Ibadan",automatic,Petrol,E,Foreign used
Toyota,Camry,Sedan,2011,3500000,104209,"C45 , Lagos",automatic,Petrol,C,Foreign used
Audi,A6,Sedan,1999,682000,294593,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2014,4378000,145666,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2009,3930000,129516,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2006,3370000,156789,"C45 , Abuja",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2012,4826000,112398,"C45 , Ibadan",automatic,Petrol,C,Foreign used
Mercedes-Benz,E350,Sedan,2010,8410000,60837,"C45 , Abuja",automatic,Petrol,C,Foreign used
Nissan,Pathfinder,Suv,2007,1354000,0,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Focus,,1999,450000,0,"C45-Express, Lagos",,,,Nigerian used
Toyota,Corolla,,2010,2900000,0,"C45-Express, Lagos",,,,Nigerian used
Nissan,Qashqai,Suv,2015,5610000,59956,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mazda,Tribute,Suv,2003,682000,207468,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2007,3370000,150620,"C45 , Onitsha",automatic,Petrol,D,Nigerian used
Land Rover,Lr3,Suv,2005,1858000,69867,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007,1354000,119376,"C45 , Abuja",manual,Petrol, ,Nigerian used
Lexus,LS460,Sedan,2008,2810000,103864,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Mpv,2006,3160000,174811,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2004,1354000,207524,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2003,1130000,73719,"C45 , Asaba",automatic,Petrol,D,Nigerian used
Ford,Ranger,Pickup,1997,682000,157540,"C45 , Lagos",automatic,Petrol,D,Nigerian used
BMW,3 Series,Sedan,2003,794000,169872,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2010,4490000,84183,"C45 , Ibadan",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2014,5050000,99883,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Lexus,Gx 470,Suv,2005,3482000,88242,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Pontiac,Vibe,Hatchback,2004,2026000,180120,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Land Rover,RANGE ROVER,Suv,2006,2474000,109321,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Ford,Ecosport,Suv,2014,3146000,86200,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Volkswagen,LT 35,Bus,2003,2474000,173366,"C45 , Lagos",manual,Diesel,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2006,3594000,100485,"C45 , Onitsha",automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2010,3146000,101223,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Lexus,Rx 300,Suv,2001,1466000,424925,C45,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2011,4042000,104388,"C45 , Abuja",automatic,Petrol,B,Foreign used
Acura,Mdx,Suv,2014,7290000,99727,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,4Runner,Suv,2003,1914000,60852,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2006,1242000,222137,"C45 , Ilorin",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007,2866000,166287,"C45 , Ibadan",automatic,Petrol,D,Foreign used
Hyundai,Santa Fe,Suv,2010,5050000,80731,"C45 , Lagos",automatic,Petrol, ,Foreign used
Mercedes-Benz,E350,Sedan,2014,10650000,57403,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Volkswagen,Tiguan,Suv,2011,2026000,89435,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Suv,2007,5050000,191442,"C45 , Akure",automatic,Petrol,C,Nigerian used
Toyota,4Runner,Suv,2007,3258000,139447,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mazda,3,Sedan,2009,3146000,248669,"C45 , Benin",automatic,Petrol, ,Foreign used
Toyota,Rav4,Suv,2007,2474000,218940,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Mercedes-Benz,C280,Sedan,2007,2250000,327889,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2012,3314000,104558,"C45 , Ibadan",automatic,Petrol Electric,C,Nigerian used
Toyota,Corolla,Sedan,2005,2810000,96826,"C45 , Lagos",automatic,Petrol,E,Foreign used
Mercedes-Benz,Ml350,Suv,2006,3146000,223771,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007,2250000,71672,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002,1354000,230256,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Venza,Suv,2012,7850000,75218,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2008,2026000,189986,"C45 , Ibadan",automatic,Petrol,D,Nigerian used
Honda,Ridgeline,Truck,2008,3034000,168909,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Volkswagen,Touareg,Suv,2006,4266000,302858,"C45 , Lagos",automatic,Diesel,D,Foreign used
Lexus,Es 350,Suv,2007,3146000,221612,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2008,2026000,189477,C45,automatic,Petrol Compressed Natural Gas,D,Nigerian used
Lexus,Es 350,Sedan,2007,2138000,144452,"C45 , Benin",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007,2810000,107029,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2009,3090000,319298,"C45 , Ibadan",automatic,Petrol,C,Foreign used
Mercedes-Benz,GL450,Suv,2007,4266000,144784,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Lexus,Rx 330,Suv,2004,2586000,163266,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Porsche,Cayenne,Suv,2008,3690000,141913,"C45 , Port Harcourt",triptonic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2013,8186000,109986,"C45 , Lagos",automatic,Petrol, ,Foreign used
Honda,Civic,Sedan,2006,906000,169455,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Kia,Cerato,Sedan,2008,1130000,172580,C45,automatic,Petrol, ,Nigerian used
Honda,Pilot,Suv,2003,1410000,332437,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2005,1578000,307778,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2007,2810000,194634,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Kia,Rio,Hatchback,2007,514000,92760,"C45 , Lagos",manual,Petrol,E,Nigerian used
Nissan,Qashqai,Suv,2016,4490000,26430,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Hyundai,Tucson,Suv,2013,2978000,106008,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Mpv,2009,6730000,7157,"C45 , Lagos",automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2013,10090000,63439,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Land Cruiser,Suv,2006,6170000,98358,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Audi,Q5,Suv,2012,6730000,187884,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Nissan,Pathfinder,Suv,2006,1130000,96772,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Ford,Edge,Suv,2008,2810000,177484,"C45 , Asaba",automatic,Petrol,C,Nigerian used
Infiniti,FX35,Suv,2008,5610000,183999,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2006,2362000,96337,"C45 , Lagos",automatic,Petrol,D,Foreign used
Mercedes-Benz,Ml350,Suv,2007,2810000,0,"C45 , Asaba",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2013,4266000,511333,"C45 , Abuja",automatic,Petrol,C,Foreign used
Hyundai,Creta,Suv,2017,7178000,40382,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Mpv,2007,2698000,108543,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2007,2250000,135945,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Mercedes-Benz,E350,Sedan,2010,6506000,122560,"C45 , Lagos",triptonic,Petrol,C,Foreign used
Ford,Edge,Suv,2010,2250000,131981,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,Edge,Mpv,2012,3258000,92016,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Kia,Cerato,Sedan,2013,2138000,53255,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C230,Sedan,2006,3370000,152004,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Avalon,Sedan,2007,2810000,12745,"C45 , Abuja",automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2014,2810000,82103,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Hyundai,H1,Bus,2009,3370000,78901,"C45 , Abuja",manual,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2012,10650000,104352,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Ford,Edge,Suv,2007,2250000,163121,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Ford,Edge,,2010,2250000,0,"C45-Express, Lagos",,,,
Honda,Accord,Sedan,2007,1354000,116388,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Mercedes-Benz,GLK 350,Suv,2010,5162000,49817,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Toyota,Avalon,Sedan,2007,3370000,249797,"C45 , Lagos",automatic,Petrol,C,Foreign used
Mercedes-Benz,C240,Sedan,2003,794000,999999,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007,2026000,26839,"C45 , Lagos",automatic,Petrol Electric,D,Nigerian used
Toyota,Camry,Sedan,2007,2810000,184320,"C45 , Benin",automatic,Petrol, ,Nigerian used
Chevrolet,Malibu,Sedan,2015,5834000,36337,C45,automatic,Petrol,D,Nigerian used
Honda,Accord Crosstour,Hatchback,2010,2250000,95253,"C45 , Ilorin",automatic,Petrol,E,Nigerian used
Mercedes-Benz,C300,Sedan,2009,4490000,144059,"C45 , Lagos",automatic,Petrol,C,Foreign used
Hyundai,Ix35,Suv,2011,2810000,126951,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mazda,Premacy,Mpv,1999,906000,211297,"C45 , Kaduna",manual,Petrol,D,Nigerian used
BMW,3 Series,Sedan,2008,3594000,195435,"C45 , Kaduna",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2004,962000,127110,"C45 , Ilorin",automatic,Petrol,D,Nigerian used
Mercedes-Benz,E500,Sedan,2005,2250000,278594,"C45 , Ilorin",automatic,Petrol,C,Foreign used
Ford,Explorer,Suv,2005,1416250,1,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Highlander,Suv,2008,2922000,216864,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Ford,Escape,Suv,2006,910000,201323,"C45 , Lagos",manual,Petrol,C,Nigerian used
Honda,Civic,Sedan,2008,3146000,46746,"C45 , Lagos",automatic,Petrol Electric,C,Foreign used
Toyota,Sienna,Mpv,2006,3034000,265109,"C45 , Lagos",automatic,Petrol,C,Foreign used
Ford,Explorer,Truck,2007,3090000,173938,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2010,2810000,189422,"C45 , Akure",automatic,Petrol,C,Nigerian used
Mercedes-Benz,S550,Sedan,2008,5834000,34590,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2006,1350000,26749,"C45 , Onitsha",automatic,Petrol,D,Nigerian used
Acura,Mdx,Suv,2008,1914000,77468,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2005,2138000,94987,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2012,5635000,84693,"C45 , Lagos",automatic,Petrol,E,Foreign used
Hyundai,Ix35,Suv,2011,1810000,142896,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Honda,Cr-V,Suv,2008,2250000,153786,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Ridgeline,Truck,2010,3370000,89453,"C45 , Port Harcourt",automatic,Petrol,E,Nigerian used
Mercedes-Benz,Gl550,Suv,2012,10650000,145317,"C45 , Lagos",automatic,Petrol,C,Foreign used
Mercedes-Benz,G500,Suv,2003,15690000,129,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Avalon,Sedan,2006,2250000,141371,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,2011,5386000,102537,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2006,3370000,165948,"C45 , Lagos",automatic,Petrol,D,Foreign used
Honda,Pilot,Suv,2006,2250000,135589,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Cr-V,Suv,2008,2250000,168674,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2003,2250000,217537,"C45 , Port Harcourt",automatic,Petrol,D,Foreign used
Hyundai,Sonata,,2012,3900000,0,"C45-Express, Lagos",,,,Foreign used
Lexus,Es 350,Sedan,2008,4042000,124660,"C45 , Lagos",automatic,Petrol Electric,C,Nigerian used
Toyota,Camry,Sedan,1997,1074000,308380,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Bus,2010,4266000,138162,C45,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2004,2866000,298063,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Fortuner,Suv,2017,15130000,62276,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Hyundai,Azera,Sedan,2007,2026000,111243,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Mercedes-Benz,E350,Sedan,2011,6730000,112170,"C45 , Ibadan",automatic,Petrol,D,Foreign used
Toyota,Sienna,Mpv,2010,2474000,198707,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Peugeot,407,Sedan,2005,906000,143556,"C45 , Abuja",manual,Petrol, ,Nigerian used
Mercedes-Benz,Ml350,Suv,2006,4826000,177875,"C45 , Lagos",automatic,Petrol, ,Foreign used
Ford,Edge,Suv,2011,2474000,137372,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2005,2810000,234833,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Ford,Expedition,Suv,2005,1130000,215697,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Lexus,Gx460,Suv,2010,8970000,49459,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,Rx 330,Suv,2005,3034000,93469,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2008,2474000,136064,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Dodge,Caliber,Hatchback,2007,1354000,221876,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007,1914000,116903,"C45 , Ilorin",automatic,Petrol Electric,C,Nigerian used
Hyundai,Accent,Crossover,2013,1914000,160525,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Mercedes-Benz,C300,Sedan,2012,5050000,156590,"C45 , Onitsha",automatic,Petrol,C,Foreign used
Lexus,Gs 300,Sedan,1998,682000,196668,"C45 , Ilorin",automatic,Petrol,D,Nigerian used
Kia,Rio,Sedan,2018,3482000,50654,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Hyundai,Veloster,,2012,5500000,0,"C45-Express, Lagos",,,,Foreign used
Mazda,Mpv,,2001,1500000,0,"C45-Express, Lagos",,,,Nigerian used
Honda,Accord,Sedan,2015,4285000,59214,"C45 , Lagos",automatic,Petrol, ,Foreign used
Nissan,Titan,Truck,2005,3930000,87291,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2012,5050000,65817,"C45 , Abuja",automatic,Petrol, ,Foreign used
Toyota,Highlander,Suv,2005,2250000,87578,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mercedes-Benz,GL450,Suv,2007,3930000,147465,"C45 , Onitsha",automatic,Petrol Compressed Natural Gas,C,Nigerian used
Toyota,Sienna,Crossover,2005,1354000,207349,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Acura,Mdx,Mpv,2003,1130000,170721,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Subaru,Outback,Suv,2010,3146000,87205,"C45 , Lagos",automatic,Petrol, ,Foreign used
Honda,Accord,Sedan,2008,2474000,99444,C45,automatic,Petrol,D,Foreign used
Lexus,Rx 330,Suv,2004,2810000,238722,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2009,2250000,102313,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Ford,Explorer,Suv,2017,20170000,92317,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Infiniti,Qx56,Mpv,2006,1550000,73261,"C45 , Port Harcourt",automatic,Petrol,C,Foreign used
Toyota,Highlander,Suv,2009,5890000,123744,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Highlander,Suv,2004,2250000,56289,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2011,3370000,189047,"C45 , Lagos",automatic,Petrol, ,Foreign used
Nissan,Xterra,Suv,2005,1130000,124380,C45,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2018,10090000,27810,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Ford,Escape,Suv,2009,2698000,131240,"C45 , Lagos",automatic,Petrol,D,Foreign used
Infiniti,Qx,Suv,2014,8410000,49378,"C45 , Benin",automatic,Petrol, ,Foreign used
Mercedes-Benz,C 240,Sedan,2001,906000,196553,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Mitsubishi,Pajero,Suv,2012,3370000,113622,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2008,1578000,199136,"C45 , Port Harcourt",automatic,Petrol,E,Nigerian used
Dodge,Ram,Pickup,2008,3258000,163637,"C45 , Lagos",automatic,Petrol,C,
Toyota,Sienna,Mpv,2001,1578000,167704,"C45 , Benin",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009,2250000,193570,"C45 , Onitsha",automatic,Petrol,E,Nigerian used
Toyota,Camry,Sedan,2007,2250000,207955,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Civic,Sedan,2013,3700000,25661,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Mitsubishi,Space Wagon,Bus,1999,1250000,281464,"C45 , Abuja",manual,Petrol, ,Nigerian used
Toyota,Rav4,Suv,2007,4000000,213667,"C45 , Abuja",automatic,Petrol, ,Foreign used
Lexus,Es 350,Sedan,2010,4350000,120098,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Honda,Fit,Hatchback,2006,2300000,133295,"C45 , Abuja",automatic,Petrol, ,Foreign used
Toyota,Rav4,Suv,2010,3000000,162137,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2003,2000000,273429,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Honda,Civic,Hatchback,2006,1914000,137488,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Lincoln,Mkx,Hatchback,2011,5610000,95267,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Saturn,VUE,Suv,2008,2026000,289574,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Kia,Cerato,Sedan,2015,3594000,51677,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Lexus,Rx 350,Suv,2010,6506000,169386,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2013,10314000,148261,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2018,10650000,18418,"C45 , Abuja",automatic,Petrol,B,Nigerian used
Toyota,Hilux,Pickup,2009,4154000,345668,"C45 , Port Harcourt",manual,Diesel,D,Nigerian used
Lexus,Is 250,Sedan,2006,3594000,253840,"C45 , Abuja",automatic,Petrol,C,Foreign used
Ford,Edge,Suv,2010,2978000,94287,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2002,2026000,74090,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Corolla,Sedan,2009,3034000,85485,"C45 , Kaduna",automatic,Petrol,D,Foreign used
Mercedes-Benz,Ml350,Suv,2006,3300000,79953,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Ford,Explorer,Truck,2007,3930000,208415,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C180,Sedan,2006,2362000,151854,"C45 , Lagos",automatic,Petrol,D,Foreign used
Nissan,Almera,Mpv,2003,1018000,223944,"C45 , Port Harcourt",manual,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,2004,1130000,234161,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Ford,Edge,Suv,2008,2026000,231105,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,S550,Sedan,2007,5050000,134,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Matrix,Hatchback,2008,1970000,122116,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2006,1578000,111511,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Volvo,Xc90,Suv,2004,1690000,188708,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2003,1779600,214550,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Honda,Pilot,Mpv,2006,1499600,139577,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2002,1802000,186160,"C45 , Lagos",automatic,Petrol,D,Nigerian used
BMW,5 Series,Suv,2003,1130000,221465,"C45 , Onitsha",automatic,Petrol,D,Nigerian used
Opel,Tigra,Convertible,2006,794000,98542,"C45 , Ilorin",manual,Petrol,C,Foreign used
Mercedes-Benz,E350,Sedan,2011,5610000,91416,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Lexus,Es 330,Sedan,2004,2026000,139889,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Venza,Suv,2009,6170000,79063,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Avalon,Sedan,2011,2474000,95038,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Peugeot,407,Sedan,2002,906000,91191,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Infiniti,FX35,Mpv,2008,1712400,59563,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2005,2698000,256207,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2007,2698000,203355,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2007,2810000,84170,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Lexus,Es 330,Sedan,2005,2922000,135941,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Sienna,Mpv,2001,2586000,101113,"C45 , Lagos",automatic,Petrol,D,Foreign used
Lexus,Is 200,Sedan,2016,13450000,41774,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Chrysler,Voyager,Mpv,2000,906000,154506,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Mercedes-Benz,GL450,Suv,2007,3482000,35233,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Mpv,2013,6170000,100932,"C45 , Ibadan",automatic,Petrol,E,Nigerian used
Nissan,Quest,Bus,2007,1354000,223994,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Kia,Sportage,Suv,2007,738000,144720,C45,automatic,Petrol,E,Nigerian used
Volkswagen,CC,Sedan,2012,2810000,94487,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Lexus,Rx 330,Suv,2004,3146000,116526,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2012,5050000,40132,"C45 , Abuja",automatic,Petrol,C,Foreign used
Ford,Edge,Suv,2013,2935000,141778,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C230,Sedan,2006,962000,281858,"C45 , Kaduna",automatic,Petrol,E,Nigerian used
BMW,X3,Suv,2007,2698000,175103,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2010,2810000,89059,"C45 , Abuja",automatic,Petrol,C,Nigerian used
