manufacturer,model,type,year,price,mileage,location,transmission,fuel_type,grade,car_condition
Acura,Mdx,Mpv,2006,1208400,206726,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2009,6674000,135692,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Land Cruiser Prado,Suv,2007,5386000,97654,"C45 , Abuja",manual,Petrol,C,Nigerian used
Honda,Accord,Sedan,2000,962000,150112,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Civic,Sedan,2008,1466000,1,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Hyundai,Azera,Sedan,2014,6170000,66122,"C45 , Abuja",automatic,Petrol,C,Foreign used
Lexus,Is 250,Sedan,2007,3482000,160797,"C45 , Lagos",automatic,Petrol,D,Foreign used
BMW,320i,Sedan,2006,1410000,132173,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Nissan,X-Trail,Suv,2008,1466000,67254,C45,automatic,Petrol,C,Nigerian used
Nissan,Xterra,Mpv,2002,962000,269326,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Kia,Rio,Sedan,2013,1219600,128256,"C45 , Lagos",manual,Petrol,D,Nigerian used
Honda,Accord,Sedan,2000,738000,100537,"C45 , Port Harcourt",manual,Petrol, ,Nigerian used
Mercedes-Benz,S500,Sedan,2014,39210000,13123,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Peugeot,307,Hatchback,2004,1410000,264627,"C45 , Abuja",automatic,Petrol,C,Foreign used
Mercedes-Benz,G500,Suv,2013,33610000,61744,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Kia,Sportage,Suv,2008,1354000,153348,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Truck,2008,1970000,79302,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes,E280,Sedan,1998,1074000,189935,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2007,1578000,1,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2008,3370000,81772,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2010,4042000,126933,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2009,2474000,143866,C45,automatic,Petrol,E,Foreign used
Toyota,Venza,Suv,2012,6730000,59992,C45,automatic,Petrol,D,Nigerian used
Chevrolet,Optra,Sedan,2009,2250000,153503,"C45 , Ibadan",automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2007,3370000,78430,"C45 , Asaba",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C200,Sedan,2001,1242000,232148,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Volvo,V70,Sedan,2001,1354000,157881,"C45 , Ibadan",automatic,Petrol,D,Nigerian used
Ford,Edge,Suv,2008,3370000,157768,"C45 , Lagos",automatic,Petrol,D,Foreign used
Ford,Explorer,Truck,2002,1858000,188868,"C45 , Abuja",manual,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2010,3930000,126442,"C45 , Lagos",automatic,Petrol,C,Foreign used
Volvo,Xc90,Suv,2005,1354000,187885,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Skoda,Octavia,Sedan,2008,1160000,56632,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
BMW,X3,Suv,2005,1970000,153436,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Dodge,Challenger,Coupe,2011,7290000,212207,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2006,3146000,244434,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Honda,Cr-V,Suv,1998,603600,185395,"C45 , Ilorin",manual,Petrol,D,Nigerian used
Mercedes-Benz,GL450,Suv,2008,5274000,134773,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Toyota,Matrix,Hatchback,2006,1466000,256000,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Volvo,Xc90,Suv,2005,1130000,156542,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Subaru,Impreza,Sedan,2010,1466000,73731,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2011,3272500,107936,C45,automatic,Petrol, ,Foreign used
Hyundai,Sonata,Sedan,2007,1466000,216438,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Peugeot,301,Sedan,2013,1578000,101028,"C45 , Onitsha",automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2003,906000,221995,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Ford,Focus,Sedan,2012,1690000,82615,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2005,2586000,165172,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Matrix,Hatchback,2005,1466000,122608,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Ford,Edge,Suv,2009,1802000,319761,C45,automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2004,1578000,124887,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,1999,2026000,110841,"C45 , Ilorin",automatic,Petrol,E,Foreign used
Ford,Edge,Suv,2007,1690000,178343,C45,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2011,2754000,128270,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2004,1466000,156625,"C45 , Ibadan",automatic,Petrol,E,Nigerian used
Chevrolet,Avalanche,Pickup,2004,2026000,225229,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Acura,Mdx,Suv,2007,2250000,154168,"C45 , Port Harcourt",automatic,Petrol,E,Nigerian used
Kia,Rio,Sedan,2012,1466000,38154,"C45 , Port Harcourt",manual,Petrol, ,Nigerian used
Honda,Pilot,Suv,2009,2250000,286504,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002,1466000,244860,C45,automatic,Petrol,D,Nigerian used
Chevrolet,Aveo,Sedan,2009,715600,0,"C45 , Abuja",manual,Petrol,C,Nigerian used
Honda,Odyssey,Mpv,2009,3930000,121476,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Mazda,6,Sedan,2007,1130000,243270,C45,automatic,Petrol,D,Nigerian used
Lexus,Rx 330,Suv,2005,2474000,127853,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Dodge,Caravan,Mpv,2001,682000,289017,"C45 , Ibadan",triptonic,Petrol,D,Nigerian used
Infiniti,Qx,Suv,1998,906000,232562,"C45 , Kaduna",automatic,Petrol,E,Nigerian used
Mazda,Cx-7,Suv,2007,1697500,198655,C45,automatic,Petrol, ,Nigerian used
Nissan,Frontier,Truck,2014,2250000,164570,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Lexus,Rx 300,Suv,2001,2026000,103408,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2007,1610000,141545,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Sienna,Suv,2002,1018000,158884,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2004,1354000,192288,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Cadillac,Cts,Sedan,2012,2138000,0,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2006,4042000,165837,"C45 , Lagos",automatic,Petrol, ,Foreign used
Hyundai,Tucson,Suv,2007,2978000,165589,"C45 , Abuja",automatic,Petrol,D,Foreign used
Acura,Mdx,Suv,2019,24650000,27755,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Avensis,Sedan,2013,2810000,108353,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Honda,Civic,Sedan,2009,2810000,111220,"C45 , Abuja",automatic,Petrol,C,Foreign used
Lexus,Rx 350,Suv,2007,5386000,97192,"C45 , Lagos",automatic,Petrol,D,Foreign used
Honda,Accord,Sedan,2006,1018000,163674,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2009,3482000,125660,"C45 , Abuja",automatic,Petrol,D,Foreign used
Mercedes-Benz,Ml350,Suv,2011,7290000,181234,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord Crosstour,Suv,2011,1802000,84402,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2003,962000,254491,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Hyundai,Accent,Sedan,2013,1802000,102818,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Hyundai,Tucson,Suv,2008,2586000,166896,C45,automatic,Petrol, ,Foreign used
Toyota,Rav4,Suv,2006,3146000,66082,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Nissan,Altima,Sedan,2009,3370000,233290,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2014,5386000,77181,"C45 , Kaduna",automatic,Petrol, ,Foreign used
Chevrolet,Cruze,Sedan,2011,1466000,248334,"C45 , Lagos",manual,Petrol,C,Foreign used
Toyota,Highlander,Suv,2006,2474000,184742,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2010,3258000,91348,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,4Runner,Sedan,2004,1690000,194666,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Lexus,Is 250,Sedan,2006,2082000,113231,"C45 , Abuja",manual,Petrol,D,Nigerian used
Toyota,Highlander,Mpv,2008,5386000,94546,"C45 , Abuja",automatic,Petrol,D,Foreign used
Kia,Rio,Sedan,2012,906000,122570,"C45 , Lagos",manual,Petrol,E,Nigerian used
Honda,Cr-V,Crossover,2006,1466000,97944,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Volkswagen,Passat,Sedan,1998,570000,480286,"C45 , Abuja",manual,Petrol,D,Nigerian used
Honda,Pilot,Suv,2003,906000,230911,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2014,4490000,102837,"C45 , Ibadan",automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2012,9418000,91619,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Infiniti,Fx,Crossover,2005,2250000,126293,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009,2698000,87258,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2007,2922000,85080,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,HiAce,Bus,2005,10090000,269895,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2007,1130000,213802,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Hyundai,Santa Fe,Suv,2013,4490000,42048,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Suv,2000,1074000,176148,"C45 , Ilorin",automatic,Petrol,D,Nigerian used
Hyundai,Sonata,Sedan,2015,6730000,126473,"C45 , Lagos",automatic,Petrol, ,Foreign used
Mercedes-Benz,R350,Mpv,2008,6170000,188429,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2008,1354000,134212,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Mercedes-Benz,E550,Sedan,2011,13450000,104408,"C45 , Abuja",automatic,Petrol,C,Foreign used
Honda,Accord,Coupe,2009,1690000,43810,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mercedes-Benz,C300,Sedan,2010,4490000,147895,C45,automatic,Petrol,C,Foreign used
Toyota,Venza,Suv,2015,11770000,153176,"C45 , Lagos",automatic,Petrol,D,Foreign used
Honda,Accord,Sedan,2002,458000,203157,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Corolla,Sedan,2013,3930000,134455,"C45 , Abuja",automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,1994,626000,192669,"C45 , Ilorin",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2017,8074000,43258,"C45 , Abuja",automatic,Petrol,B,Foreign used
Mazda,Cx-9,Suv,2010,5610000,92584,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Toyota,Land Cruiser,Suv,2005,2250000,172534,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Honda,Cr-V,Mpv,2008,3258000,220640,"C45 , Kaduna",automatic,Petrol,C,Foreign used
Lexus,Es 300,Sedan,2002,2474000,166392,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2002,1432400,165271,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2013,4714000,280462,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2006,1466000,64704,C45,automatic,Petrol, ,Nigerian used
Honda,Ridgeline,Pickup,2006,2250000,169512,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2008,2306000,95854,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2008,1578000,298281,"C45 , Lagos",automatic,Electric,D,Nigerian used
Nissan,370 z,Convertible,2006,1690000,117902,"C45 , Port Harcourt",automatic,Petrol, ,Foreign used
Lexus,Es 330,Sedan,2006,1914000,125892,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Matrix,Hatchback,2009,3818000,122390,"C45 , Lagos",automatic,Petrol,D,Foreign used
Infiniti,G,Sedan,2006,1970000,104263,"C45 , Lagos",automatic,Petrol,C,Foreign used
Lexus,Is 250,Sedan,2006,3594000,227483,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Lexus,Is 250,Sedan,2007,3610000,211824,C45,automatic,Petrol,C,Foreign used
Mercedes-Benz,C300,Sedan,2011,5610000,160920,"C45 , Asaba",automatic,Petrol,C,Foreign used
Audi,A7,Suv,2012,5610000,129401,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Peugeot,607,Sedan,2009,1522000,238833,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Rav4,Crossover,2013,5946000,79007,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Mercedes-Benz,C300,Sedan,2009,3034000,115567,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
SILVER,,,,2922000,,,,,,
Toyota,Camry,Sedan,2015,6730000,22481,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Fj Cruiser,Suv,2008,7290000,85934,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C300,Sedan,2011,2922000,55813,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Land Rover,Range Rover Sport,Suv,2006,2250000,103369,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2000,906000,160522,"C45 , Lagos",manual,Petrol,D,Foreign used
Toyota,Avalon,Sedan,2005,2250000,227036,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Yaris,Sedan,2009,2586000,176691,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2011,3370000,76900,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Corolla,Sedan,2003,2250000,280020,"C45 , Lagos",automatic,Petrol,E,Foreign used
Acura,Tl,Sedan,2011,3700000,137009,"C45 , Lagos",automatic,Petrol,C,Foreign used
Hyundai,Accent,Sedan,2012,1400000,129674,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Ford,Edge,Suv,2007,2026000,229948,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Skoda,Octavia,Hatchback,1999,1130000,208759,"C45 , Abuja",manual,Petrol,D,Nigerian used
Ford,F-150,Pickup,2007,4938000,201615,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2008,4490000,109881,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Lexus,Es 350,Sedan,2007,4266000,190713,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Lexus,Is 250,Sedan,2006,2586000,183187,"C45 , Ibadan",automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2004,3370000,87045,C45,automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2001,1018000,1,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mitsubishi,Outlander,Suv,2013,2810000,163633,"C45 , Lagos",automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2009,1354000,238651,"C45 , Port Harcourt",automatic,Petrol,D,Nigerian used
Toyota,Harrier,Suv,2005,2026000,336916,C45,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C300,Sedan,2009,3146000,176024,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2006,1690000,172500,C45,automatic,Petrol,D,Nigerian used
Mercedes-Benz,S550,Sedan,2008,6730000,93039,"C45 , Abuja",automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2008,2810000,118274,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,Ml350,Suv,2007,2810000,175899,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Hyundai,Santa Fe,Suv,2003,1354000,102993,"C45 , Lagos",automatic,Petrol,D,Foreign used
Ford,Focus,Crossover,2014,1802000,126355,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Ipsum,Mpv,2004,850000,178668,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Chrysler,Pacifica,Suv,2005,1690000,213405,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,4Runner,Suv,2013,7290000,47444,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2007,3370000,154987,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Matrix,Hatchback,2003,1522000,212282,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Toyota,Avanza,Mpv,2007,906000,183181,"C45 , Port Harcourt",automatic,Petrol,C,Nigerian used
Hyundai,Ix35,Suv,2012,3258000,62555,"C45 , Onitsha",automatic,Petrol,C,Nigerian used
Toyota,4Runner,Suv,2004,1914000,144156,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Odyssey,Mpv,2002,2474000,225823,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Hatchback,2018,6730000,4051,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2004,1242000,136185,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,1999,626000,999999,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Hyundai,Sonata,Sedan,2012,1914000,124050,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2003,1354000,310129,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mitsubishi,L300,Bus,1994,1914000,192366,C45,manual,Diesel,E,Nigerian used
Kia,Optima,Sedan,2009,1130000,101789,"C45 , Lagos",manual,Petrol,D,Nigerian used
Nissan,Almera,Sedan,2013,1802000,119882,"C45 , Abuja",automatic,Petrol, ,Nigerian used
Infiniti,Fx,Suv,2008,1641250,144575,"C45 , Lagos",automatic,Petrol, ,Nigerian used
BMW,X5,Suv,2012,4490000,54787,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Honda,Odyssey,Mpv,2005,1800000,176813,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2003,1690000,202413,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Lexus,GX470,Suv,2003,3146000,14698,C45,automatic,Petrol, ,Nigerian used
BMW,X6,Suv,2015,19050000,65713,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,E350,Sedan,2010,5834000,27859,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Mercedes-Benz,GLC 300,Mpv,2020,53770000,4455,"C45 , Lagos",automatic,Petrol,C,Foreign used
Kia,Sorento,Suv,2006,1354000,305531,C45,automatic,Diesel,D,Foreign used
Mercedes-Benz,Ml350,Suv,2008,3157000,152419,"C45 , Asaba",automatic,Petrol,E,Nigerian used
Land Rover,HSE,Suv,2007,1690000,81842,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Nissan,Murano,Suv,2007,2474000,186214,"C45 , Lagos",automatic,Petrol,D,Foreign used
Toyota,Highlander,Suv,2008,3706000,307494,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Opel,Frontera,Suv,2001,1074000,196825,C45,automatic,Petrol, ,Nigerian used
Mercedes-Benz,E320,Sedan,2006,1242000,999999,"C45 , Kaduna",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Hatchback,2002,1690000,244706,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Highlander,Suv,2015,12330000,24502,"C45 , Abuja",automatic,Petrol,B,Nigerian used
Toyota,Camry,Sedan,2007,2250000,107032,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Toyota,Highlander,Suv,2002,1690000,255895,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2009,3706000,230153,"C45 , Lagos",automatic,Petrol,C,Foreign used
Honda,Ridgeline,Truck,2007,2250000,234499,"C45 , Ilorin",automatic,Petrol,C,Nigerian used
Hyundai,Elantra,Sedan,2014,2474000,106191,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C350,Sedan,2009,3594000,97766,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2008,1634000,135365,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Ford,F-150,Pickup,2012,7290000,66752,"C45 , Lagos",automatic,Petrol,C,Foreign used
Subaru,Forester,Hatchback,2004,1242000,199372,C45,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2014,4266000,42158,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Nissan,Pathfinder,Suv,2002,1018000,223781,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Suv,2009,3930000,54233,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2008,2810000,44858,C45,automatic,Petrol Electric, ,Nigerian used
Toyota,4Runner,Suv,2007,3594000,92021,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Land Cruiser,Suv,2008,10314000,186168,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Lexus,ES330,Sedan,2006,2362000,105743,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Mercedes-Benz,C300,Sedan,2008,3034000,93936,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Lexus,Is 250,Sedan,2008,3818000,72429,"C45 , Lagos",automatic,Petrol, ,Foreign used
Volvo,S40,Sedan,2005,1522000,203375,"C45 , Lagos",automatic,Petrol,C,Nigerian used
Hyundai,H1,Bus,2009,570000,266306,"C45 , Ilorin",manual,Petrol,D,Nigerian used
Mitsubishi,Montero,Suv,2003,1186000,145224,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2001,794000,99999,"C45 , Kaduna",automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2003,1018000,175473,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2010,3947500,60036,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Mercedes-Benz,GLK 350,Suv,2013,9866000,69029,"C45 , Lagos",automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2018,10650000,14341,"C45 , Kaduna",automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2015,5834000,72329,"C45 , Lagos",automatic,Petrol, ,Foreign used
Ford,Taurus,Sedan,2012,4042000,123705,"C45 , Lagos",automatic,Petrol,D,Foreign used
Nissan,Quest,Mpv,2006,906000,109665,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Accord Crosstour,Suv,2010,2698000,77442,"C45 , Abuja",automatic,Petrol,C,Nigerian used
BMW,3 Series,Sedan,2008,2250000,182764,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Kia,Sportage,Suv,2012,3370000,97287,"C45 , Lagos",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002,1466000,312751,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2006,1802000,218089,"C45 , Port Harcourt",automatic,Petrol,C,Nigerian used
Mercedes-Benz,C250,Sedan,2013,6506000,89423,"C45 , Lagos",automatic,Petrol, ,Foreign used
Lexus,Rx 350,Suv,2011,5498000,239642,C45,automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2003,1690000,199765,"C45 , Kaduna",automatic,Petrol,E,Nigerian used
Mercedes-Benz,E350,Sedan,2010,3146000,163762,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Toyota,Matrix,Hatchback,2003,1522000,146352,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2007,1802000,189466,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Acura,Mdx,Suv,2001,1130000,159667,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Solara,Coupe,2004,1690000,283919,C45,automatic,Petrol,D,Nigerian used
Lexus,Is 250,Sedan,2008,2586000,194800,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009,2250000,209614,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2008,3034000,60101,C45,automatic,Petrol,D,Foreign used
Mercedes-Benz,GL450,Suv,2007,4490000,89535,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Nissan,Pathfinder,Suv,2007,1578000,94806,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2003,1018000,104520,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Mercedes-Benz,C240,Sedan,2005,1018000,174446,"C45 , Abuja",automatic,Petrol,D,Nigerian used
Volkswagen,Golf,Hatchback,2012,2250000,142533,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Kia,Cerato,Sedan,2014,2474000,137240,"C45 , Abuja",automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2013,2250000,123903,"C45 , Abuja",automatic,Petrol,E,Nigerian used
Mercedes-Benz,GLK 350,Suv,2012,5050000,139598,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Avensis,Sedan,2010,2922000,125227,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Toyota,Camry,Bus,2007,2698000,74415,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Ford,Edge,Mpv,2007,1578000,337013,"C45 , Kaduna",automatic,Petrol, ,Nigerian used
Land Rover,Range Rover Sport,Suv,2006,2698000,222251,C45,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2002,1242000,160249,"C45 , Lagos",automatic,Petrol,E,Nigerian used
Honda,Cr-V,Suv,2006,1914000,219578,"C45 , Abuja",automatic,Petrol,C,Nigerian used
Audi,A6,Hatchback,2003,637200,229504,"C45 , Ibadan",automatic,Petrol,D,Nigerian used
Mercedes benz,CLS 350,Crossover,2008,3370000,187822,"C45 , Lagos",automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2008,1150000,242062,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
Mitsubishi,L200,Pickup,2010,1746000,155013,C45,manual,Petrol, ,Nigerian used
Hyundai,Elantra,Sedan,2017,6730000,51735,"C45 , Lagos",automatic,Petrol, ,Foreign used
Toyota,Sienna,Mpv,2004,1690000,297229,"C45 , Port Harcourt",automatic,Petrol, ,Nigerian used
