manufacturer,model,year,price,mileage,location,transmission,fuel_type,grade,car_condition,car_age
Mercedes-Benz,C350,2010,2810000,90307,Abuja,automatic,Petrol,C,Nigerian used,11
Toyota,Camry,2013,3482000,110832,Lagos,automatic,Petrol,C,Nigerian used,8
Ford,Fusion,2012,2372500,182307,Abuja,automatic,Petrol,D,Nigerian used,9
Toyota,Prius,2006,2250000,164114,Lagos,automatic,Electric,C,Foreign used,15
Toyota,Sienna,2001,1074000,107633,Abuja,automatic,Petrol,D,Nigerian used,20
Kia,Sorento,2012,3594000,137635,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Camry,2003,1354000,195555,Lagos,automatic,Petrol,D,Nigerian used,18
Ford,Escape,2014,3930000,94535,Abuja,automatic,Petrol,C,Nigerian used,7
Ford,Edge,2010,2026000,106177,Lagos,automatic,Petrol,D,Nigerian used,11
Mercedes-Benz,B150,2009,1802000,46473,Abuja,automatic,Petrol,C,Nigerian used,12
Nissan,Altima,2007,1472500,171029,Akure,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2007,3146000,118993,Kaduna,automatic,Petrol,C,Foreign used,14
Lexus,Es 350,2009,4266000,95355,Lagos,automatic,Petrol,E,Foreign used,12
Mercedes-Benz,C300,2011,4826000,148228,Lagos,automatic,Petrol,D,Foreign used,10
Toyota,Highlander,2005,2026000,164939,Onitsha,automatic,Petrol,C,Nigerian used,16
Jeep,Grand Cherokee,1999,850000,180161,Abuja,automatic,Petrol,D,Nigerian used,22
Mazda,3,2006,1802000,116457,PortHarcourt,automatic,Petrol,C,Foreign used,15
Volkswagen,CC,2012,2250000,100693,Lagos,automatic,Petrol,E,Nigerian used,9
Toyota,Rav4,2007,2586000,176940,Lagos,automatic,Petrol,C,Nigerian used,14
Honda,Pilot,2010,3818000,86444,Lagos,automatic,Petrol,C,Foreign used,11
Nissan,Maxima,2005,1466000,153310,Lagos,automatic,Petrol,D,Foreign used,16
Toyota,Camry,2012,4490000,127857,Abuja,automatic,Petrol,D,Nigerian used,9
BMW,3 Series,2006,1354000,141608,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2009,2026000,232826,Lagos,automatic,Petrol,D,Nigerian used,12
Dodge,Charger,2006,1466000,120401,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,1997,906000,252513,Lagos,automatic,Petrol,D,Nigerian used,24
Toyota,Highlander,2008,3818000,106812,Abuja,automatic,Petrol,C,Nigerian used,13
Kia,Carens,2003,5610000,118073,Abuja,manual,Diesel,C,Nigerian used,18
Mercedes-Benz,R350,2008,4490000,170420,Abuja,automatic,Petrol,D,Nigerian used,13
Audi,A4,2006,2026000,59397,Ibadan,automatic,Petrol,D,Foreign used,15
Peugeot,206,2002,704400,280225,Kaduna,manual,Petrol,C,Nigerian used,19
Ford,Escape,2003,794000,159745,PortHarcourt,automatic,Petrol,D,Nigerian used,18
Toyota,Sienna,1999,906000,247686,Lagos,automatic,Petrol,E,Nigerian used,22
Jeep,Liberty,2003,1466000,247522,Abuja,automatic,Petrol,C,Nigerian used,18
Volkswagen,Passat,2012,2586000,97772,Lagos,automatic,Electric,D,Nigerian used,9
Lexus,Rx 300,1999,1354000,145342,Lagos,automatic,Petrol,D,Nigerian used,22
Toyota,Matrix,2003,2372500,265694,Abuja,automatic,Petrol,D,Foreign used,18
Peugeot,301,2013,2362000,13520,Kaduna,automatic,Petrol,D,Nigerian used,8
Lexus,GX470,2003,4490000,6021,Lagos,automatic,Petrol,C,Foreign used,18
Nissan,Sentra,2009,2026000,119311,Lagos,automatic,Petrol,C,Foreign used,12
Honda,Accord Crosstour,2010,4154000,234248,Lagos,automatic,Petrol,C,Foreign used,11
Mercedes-Benz,Ml350,2009,6170000,110066,PortHarcourt,automatic,Petrol,E,Foreign used,12
Mercedes-Benz,C300,2009,3930000,194561,PortHarcourt,automatic,Petrol,C,Foreign used,12
Toyota,Sienna,2010,3146000,106139,PortHarcourt,automatic,Petrol,C,Foreign used,11
Landrover,Lr3,2006,1690000,19416,Lagos,automatic,Petrol,E,Nigerian used,15
Toyota,4Runner,1999,962000,285219,PortHarcourt,automatic,Petrol,D,Nigerian used,22
Toyota,Corolla,2008,1802000,219882,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Matrix,2003,1634000,161609,Abuja,automatic,Petrol,D,Nigerian used,18
Dodge,Challenger,2012,7626000,54427,Abuja,automatic,Petrol,C,Nigerian used,9
Lexus,Es 350,2007,4378000,162161,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Yaris,2008,1298000,217524,Lagos,automatic,Petrol,E,Nigerian used,13
Toyota,Camry,2009,3258000,200669,Lagos,automatic,Petrol,D,Foreign used,12
Toyota,Avalon,2005,2586000,127626,Ilorin,automatic,Petrol,C,Foreign used,16
Toyota,Camry,2007,1802000,115682,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Tacoma,2010,3146000,260135,Abuja,automatic,Petrol,C,Foreign used,11
Lexus,Rx 350,2007,3930000,104586,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Tacoma,2007,3818000,102167,Kaduna,automatic,Petrol,C,Nigerian used,14
Mazda,Cx-7,2007,2026000,167692,Lagos,automatic,Petrol,C,Nigerian used,14
Jeep,Commander,2007,2586000,140340,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Camry,2007,2026000,159279,Abuja,automatic,Petrol,D,Nigerian used,14
Honda,Accord,2008,1466000,83519,Kaduna,automatic,Petrol,D,Nigerian used,13
Acura,Mdx,2001,910000,286718,Abuja,automatic,Petrol,D,Nigerian used,20
Mercedes-Benz,C300,2011,3594000,102874,Lagos,automatic,Petrol,C,Nigerian used,10
Mercedes-Benz,C220 Cdi,2006,1472500,76045,Lagos,manual,Diesel,C,Foreign used,15
Acura,Rdx,2008,2474000,74925,Abuja,automatic,Petrol,D,Nigerian used,13
Ford,Ecosport,2011,3594000,75259,Lagos,automatic,Petrol,D,Nigerian used,10
Toyota,Camry,2007,2810000,139364,Lagos,automatic,Petrol,C,Foreign used,14
Hyundai,Elantra,2013,2586000,108146,Lagos,automatic,Petrol,C,Nigerian used,8
Nissan,Pathfinder,2007,3370000,104627,Lagos,automatic,Petrol,E,Foreign used,14
Volkswagen,Passat,2009,2250000,121822,Lagos,automatic,Petrol,D,Nigerian used,12
Hyundai,Tucson,2010,3034000,107178,Abuja,automatic,Petrol,C,Nigerian used,11
Peugeot,407,2005,906000,200009,Abuja,automatic,Petrol,E,Nigerian used,16
BMW,5 Series,2004,2810000,211804,Lagos,automatic,Petrol,C,Nigerian used,17
Lexus,Rx 330,2005,3370000,269051,Onitsha,automatic,Petrol,C,Nigerian used,16
Peugeot,407,2006,1130000,104170,Abuja,manual,Diesel,C,Nigerian used,15
Toyota,Sienna,2000,906000,180800,PortHarcourt,automatic,Petrol,E,Nigerian used,21
Toyota,Corolla,2005,1914000,92697,PortHarcourt,automatic,Petrol,C,Nigerian used,16
Toyota,Camry,2002,1242000,167314,Lagos,automatic,Petrol,E,Nigerian used,19
Honda,Accord,2003,850000,244353,Ilorin,automatic,Petrol,C,Nigerian used,18
Acura,Mdx,2007,2474000,108392,Lagos,automatic,Petrol,D,Nigerian used,14
Nissan,Altima,2008,1130000,193836,Lagos,automatic,Petrol,E,Nigerian used,13
Toyota,Sienna,2004,2922000,192677,Kaduna,automatic,Petrol,D,Foreign used,17
Toyota,4Runner,2005,2026000,92458,Lagos,automatic,Petrol,C,Nigerian used,16
Subaru,Legacy,2003,682000,181164,Lagos,automatic,Diesel,C,Nigerian used,18
Mercedes-Benz,E350,2008,3370000,182872,Ibadan,automatic,Petrol,C,Foreign used,13
Mercedes-Benz,S550,2007,3930000,70383,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Highlander,2012,4714000,77339,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Rav4,2010,5050000,154309,Lagos,automatic,Petrol,C,Foreign used,11
Mitsubishi,Galant,2007,906000,166465,Abuja,automatic,Petrol,D,Nigerian used,14
Honda,Odyssey,2011,2698000,108713,Lagos,automatic,Petrol,D,Nigerian used,10
Hyundai,XG30,2000,682000,277512,Ibadan,automatic,Petrol,E,Nigerian used,21
BMW,X3,2006,1697500,150750,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Sienna,2007,2250000,146297,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Camry,2008,2922000,123364,Lagos,automatic,Petrol,C,Foreign used,13
Landrover,Lr3,2006,1130000,154815,Lagos,automatic,Petrol,E,Nigerian used,15
Toyota,Camry,2007,2026000,125705,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2016,4714000,16712,Lagos,automatic,Petrol,D,Foreign used,5
Toyota,Camry,2012,4714000,129024,Lagos,automatic,Petrol,D,Foreign used,9
Toyota,Rav4,2014,6730000,60724,Lagos,automatic,Petrol,C,Nigerian used,7
Toyota,Yaris,2008,1421200,110984,Lagos,automatic,Petrol,D,Nigerian used,13
Chevrolet,Venture,2004,1006800,128773,Lagos,automatic,Petrol,C,Nigerian used,17
Toyota,Corolla,2016,4714000,83137,Lagos,automatic,Petrol,C,Foreign used,5
Honda,Accord,2008,1746000,162281,Lagos,manual,Petrol,D,Foreign used,13
Toyota,Corolla,2015,4490000,54344,Lagos,automatic,Petrol,D,Nigerian used,6
Toyota,Fj Cruiser,2007,7290000,116766,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2016,4714000,41721,Lagos,automatic,Petrol,D,Foreign used,5
Toyota,Corolla,2004,1802000,113017,Lagos,automatic,Petrol,E,Nigerian used,17
Honda,Odyssey,2012,2026000,88737,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Camry,2008,2362000,144055,Abuja,automatic,Petrol,D,Nigerian used,13
Nissan,Pathfinder,2007,2026000,70168,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Volkswagen,Touran,2004,659600,314545,Lagos,manual,Diesel,E,Nigerian used,17
Toyota,Venza,2009,3482000,90531,Lagos,automatic,Petrol,D,Nigerian used,12
Toyota,Camry,2007,1802000,87966,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,C300,2008,3370000,1111,Lagos,automatic,Petrol,D,Foreign used,13
Volkswagen,CC,2013,3146000,75753,Abuja,automatic,Petrol,C,Nigerian used,8
Toyota,Rav4,2007,2250000,102327,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Toyota,Sienna,2011,4490000,218172,Abuja,automatic,Petrol,D,Nigerian used,10
Lexus,GX470,2007,4490000,72540,Abuja,automatic,Petrol,C,Nigerian used,14
Mitsubishi,Pajero,2011,5050000,145987,Abuja,automatic,Petrol,C,Foreign used,10
Toyota,Avalon,2005,1914000,208913,PortHarcourt,automatic,Petrol,C,Nigerian used,16
Toyota,Corolla,2008,1578000,150213,PortHarcourt,automatic,Petrol,D,Nigerian used,13
Toyota,Venza,2013,7290000,59776,Lagos,automatic,Petrol,D,Foreign used,8
Acura,Tl,2010,3594000,129014,Lagos,automatic,Petrol,C,Foreign used,11
Ford,Edge,2008,1690000,179200,Abuja,automatic,Petrol,D,Nigerian used,13
Lexus,Rx 300,2000,3090000,1870,Lagos,automatic,Petrol,D,Foreign used,21
Toyota,Corolla,2007,2664400,167524,Lagos,automatic,Petrol,E,Foreign used,14
Mazda,626,1998,626000,290518,Lagos,automatic,Petrol,D,Nigerian used,23
Honda,Accord Crosstour,2010,2250000,135328,Lagos,automatic,Petrol,D,Nigerian used,11
Kia,Cerato,2008,1130000,197687,Abuja,automatic,Petrol,D,Nigerian used,13
Toyota,Rav4,2006,3370000,233456,Ilorin,automatic,Petrol,C,Nigerian used,15
Toyota,Camry,2007,2026000,39974,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,Ml350,2006,3146000,114524,Lagos,automatic,Petrol,D,Nigerian used,15
Skoda,Octavia,2012,1802000,45879,Lagos,automatic,Petrol,C,Nigerian used,9
Ford,C-Max,2010,2250000,285474,Abuja,automatic,Petrol,D,Nigerian used,11
Toyota,Tundra,2007,6170000,113100,Abuja,automatic,Petrol,C,Nigerian used,14
Toyota,Corolla,2004,2026000,113834,Abuja,automatic,Petrol,C,Nigerian used,17
Kia,Sedona,2007,1130000,206870,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Honda,Accord,2006,1466000,164763,Abuja,automatic,Petrol,D,Nigerian used,15
Toyota,Highlander,2001,1914000,152321,Kaduna,automatic,Petrol,C,Nigerian used,20
Toyota,Camry,2002,1354000,145156,Lagos,automatic,Petrol,E,Nigerian used,19
Toyota,Sequoia,2005,1690000,5286,PortHarcourt,automatic,Petrol,C,Nigerian used,16
Toyota,Camry,2005,1354000,140388,Lagos,automatic,Petrol,D,Nigerian used,16
Honda,Pilot,2003,1634000,1010,Kaduna,automatic,Petrol,C,Nigerian used,18
Honda,Accord,2008,1746000,209833,Abuja,automatic,Petrol,C,Nigerian used,13
Mercedes-Benz,GL450,2011,5554000,87660,Lagos,automatic,Petrol,D,Nigerian used,10
GMC,Acadia,2014,5162000,112892,Abuja,automatic,Petrol,D,Nigerian used,7
Lexus,Es,2006,3034000,99751,Akure,automatic,Petrol,D,Nigerian used,15
Toyota,Camry,2007,1802000,129315,Lagos,automatic,Petrol,E,Nigerian used,14
Hyundai,Veloster,2013,2922000,33027,Lagos,automatic,Petrol,C,Nigerian used,8
Toyota,Corolla,2015,6170000,25740,Ilorin,automatic,Petrol,C,Foreign used,6
Ford,Explorer,2013,7290000,156239,Lagos,automatic,Hybrid,C,Foreign used,8
Chevrolet,Epica,2007,1914000,144346,Lagos,automatic,Petrol,C,Nigerian used,14
Toyota,Corolla,2010,2362000,81896,Abuja,automatic,Petrol,D,Nigerian used,11
Toyota,Venza,2015,5610000,71484,Lagos,automatic,Petrol,D,Nigerian used,6
Toyota,Rav4,2002,1130000,181469,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Highlander,2009,3370000,263078,Kaduna,automatic,Petrol,D,Nigerian used,12
Honda,Cr-V,2008,2026000,182493,Abuja,automatic,Petrol,C,Nigerian used,13
Toyota,Highlander,2007,4714000,93857,Lagos,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2011,3706000,66899,Kaduna,automatic,Petrol,D,Foreign used,10
Mercedes-Benz,C300,2009,2810000,133047,Abuja,automatic,Petrol,D,Nigerian used,12
Nissan,Xterra,2006,1018000,114063,Lagos,automatic,Petrol,D,Nigerian used,15
Toyota,Sienna,2004,2586000,261729,PortHarcourt,automatic,Petrol,C,Foreign used,17
Toyota,Sienna,2004,2810000,159434,Ilorin,automatic,Petrol,C,Foreign used,17
Toyota,Solara,2004,1746000,1010,Kaduna,automatic,Petrol,D,Nigerian used,17
Mazda,6,2007,794000,91334,Ilorin,automatic,Petrol,D,Nigerian used,14
Lexus,Is 250,2008,2586000,83378,Abuja,automatic,Petrol,C,Nigerian used,13
Ford,Edge,2011,2810000,316622,Abuja,automatic,Petrol,D,Nigerian used,10
Infiniti,Qx,1998,738000,226429,Lagos,automatic,Petrol,E,Nigerian used,23
Lexus,Gs 300,2006,3706000,137698,Lagos,automatic,Petrol,C,Foreign used,15
Mercedes-Benz,Ml500,2003,1578000,167308,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Venza,2010,5610000,114375,Lagos,automatic,Petrol,C,Foreign used,11
Lexus,GX470,2004,3930000,163151,Lagos,automatic,Petrol,D,Nigerian used,17
Mercedes-Benz,A160,2001,1466000,247568,Lagos,automatic,Diesel,D,Foreign used,20
Jeep,Liberty,2012,4266000,89781,Lagos,automatic,Petrol,C,Nigerian used,9
Hyundai,Santa Fe,2004,1247500,197923,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Venza,2013,4826000,113446,Abuja,automatic,Petrol,C,Nigerian used,8
Nissan,Versa,2014,2810000,84236,Lagos,automatic,Petrol,D,Foreign used,7
Honda,Accord,2015,5050000,69811,PortHarcourt,automatic,Petrol,C,Nigerian used,6
Hyundai,Sonata,2012,3034000,106382,Lagos,automatic,Petrol,D,Foreign used,9
Peugeot,508,2012,3370000,71227,Abuja,automatic,Petrol,C,Nigerian used,9
Hyundai,Santa Fe,2007,2810000,198052,Lagos,automatic,Petrol,C,Foreign used,14
Toyota,Matrix,2003,1578000,206044,Lagos,automatic,Petrol,D,Nigerian used,18
Toyota,Camry,2013,5610000,76090,Abuja,automatic,Petrol,C,Foreign used,8
Lexus,Es,2008,3370000,148410,Ilorin,automatic,Petrol,C,Nigerian used,13
Volkswagen,Touareg,2004,1690000,183839,Abuja,automatic,Petrol,E,Nigerian used,17
Toyota,Sienna,2013,3930000,179750,Lagos,automatic,Petrol,C,Nigerian used,8
Kia,Optima,2012,2700000,111140,Abuja,automatic,Petrol,C,Nigerian used,9
Kia,Rio,2013,1690000,127373,Lagos,automatic,Petrol,D,Nigerian used,8
Kia,K3000,2013,4042000,113527,Kaduna,automatic,Petrol,D,Foreign used,8
Toyota,Solara,2004,1354000,132931,Ilorin,automatic,Petrol,C,Nigerian used,17
Nissan,Altima,2005,682000,199759,Ilorin,automatic,Petrol,E,Nigerian used,16
Nissan,Altima,2014,3370000,44140,Kaduna,automatic,Petrol,C,Nigerian used,7
Ford,Taurus,2008,1298000,167869,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2000,962000,236315,PortHarcourt,automatic,Petrol,D,Nigerian used,21
Toyota,Camry,2008,2250000,121984,PortHarcourt,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,1995,420000,244360,Abuja,automatic,Petrol,D,Nigerian used,26
Toyota,Camry,2012,4938000,54247,Kaduna,automatic,Petrol,C,Foreign used,9
Mini,Cooper,2002,906000,319211,Kaduna,automatic,Petrol,D,Nigerian used,19
Kia,Sportage,2009,1354000,147916,Lagos,automatic,Petrol,E,Nigerian used,12
Toyota,Camry,2002,1018000,315410,Lagos,automatic,Petrol,E,Nigerian used,19
Mercedes-Benz,C300,2010,3594000,141038,Kaduna,automatic,Petrol,D,Foreign used,11
Mercedes-Benz,E350,2010,4490000,65126,Asaba,automatic,Petrol,C,Nigerian used,11
Nissan,Altima,2012,2250000,190209,Abuja,automatic,Petrol,C,Nigerian used,9
Honda,Accord,2008,1690000,150026,Abuja,automatic,Petrol,D,Nigerian used,13
Chrysler,Sebring,2004,1130000,191755,PortHarcourt,automatic,Petrol,D,Nigerian used,17
Toyota,Avalon,2003,1242000,206142,PortHarcourt,automatic,Petrol,C,Nigerian used,18
Toyota,Land Cruiser,2007,4490000,1544,Lagos,automatic,Petrol,D,Nigerian used,14
Mercedes-Benz,GL450,2007,3034000,122890,Abuja,automatic,Petrol,D,Nigerian used,14
Toyota,Corolla,2004,1802000,299999,Abuja,automatic,Petrol,D,Nigerian used,17
Ford,Focus,2015,4490000,36765,PortHarcourt,automatic,Petrol,D,Nigerian used,6
Mitsubishi,SpaceStar,2001,670000,133702,Ilorin,automatic,Petrol,C,Nigerian used,20
Lexus,GX470,2008,7850000,154032,Lagos,automatic,Petrol,D,Foreign used,13
Lexus,GX470,2005,3494500,110044,Asaba,automatic,Petrol,C,Nigerian used,16
Hyundai,Elantra,2008,2082000,160243,Lagos,automatic,Petrol,D,Foreign used,13
Toyota,Venza,2010,6170000,168746,Abuja,automatic,Petrol,C,Nigerian used,11
Ford,Explorer,2002,1130000,275643,Abuja,automatic,Petrol,D,Nigerian used,19
Toyota,Highlander,2008,5050000,67400,Lagos,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2002,1466000,190561,Lagos,automatic,Petrol,D,Nigerian used,19
Toyota,Corolla,2016,5946000,13470,Lagos,automatic,Petrol,C,Nigerian used,5
Landrover,Range Rover Sport,2006,3370000,192990,Abuja,automatic,Petrol,C,Nigerian used,15
Toyota,Camry,2011,3930000,230545,Lagos,automatic,Petrol,D,Foreign used,10
Toyota,Sienna,2006,1802000,320092,Abuja,automatic,Petrol,E,Nigerian used,15
Mercedes-Benz,C230,2006,2698000,126999,Kaduna,automatic,Petrol,C,Nigerian used,15
Toyota,Highlander,2006,3818000,273080,Lagos,automatic,Petrol,D,Foreign used,15
BMW,3 Series,2006,2586000,149130,Abuja,automatic,Petrol,C,Foreign used,15
Ford,Explorer,2011,5162000,43186,PortHarcourt,automatic,Petrol,C,Nigerian used,10
Toyota,Venza,2010,4882000,43839,Lagos,automatic,Petrol,D,Nigerian used,11
Ford,Explorer,2006,2250000,64811,Lagos,automatic,Petrol,C,Nigerian used,15
Toyota,Highlander,2008,3594000,172070,Ibadan,automatic,Petrol,D,Nigerian used,13
Mercedes-Benz,C300,2010,3930000,143685,Lagos,automatic,Petrol,C,Foreign used,11
Acura,Rdx,2008,3146000,43858,Abuja,automatic,Petrol,D,Foreign used,13
Mercedes-Benz,CLS350,2005,3146000,195322,PortHarcourt,automatic,Petrol,E,Nigerian used,16
Toyota,Camry,2007,2250000,127849,Kaduna,automatic,Petrol,C,Nigerian used,14
Suzuki,Forenza,2004,738000,99514,Lagos,automatic,Petrol,D,Nigerian used,17
Toyota,Camry,2006,1690000,271856,Lagos,automatic,Petrol,D,Nigerian used,15
Mercedes-Benz,CLA250,2014,7626000,100158,Lagos,automatic,Petrol,C,Nigerian used,7
Mini,Cooper,2012,5610000,129994,Abuja,manual,Petrol,C,Nigerian used,9
Toyota,Camry,2003,1410000,209800,Lagos,automatic,Petrol,D,Nigerian used,18
Honda,Civic,2004,659600,101256,Lagos,automatic,Petrol,D,Nigerian used,17
Dodge,Charger,2008,1130000,105249,Ibadan,automatic,Petrol,E,Nigerian used,13
Acura,Tl,2004,1018000,139505,Abuja,automatic,Petrol,C,Nigerian used,17
Honda,Accord,2007,1242000,148147,Abuja,automatic,Petrol,D,Nigerian used,14
Infiniti,Qx,2001,1242000,143177,Lagos,automatic,Petrol,D,Nigerian used,20
Volkswagen,Sharan,2000,1970000,231784,Ibadan,manual,Petrol,D,Foreign used,21
Ford,Edge,2007,1690000,108642,PortHarcourt,automatic,Petrol,C,Nigerian used,14
Lexus,Is 250,2006,2362000,86331,Abuja,automatic,Petrol,C,Nigerian used,15
Honda,Odyssey,2006,2586000,148669,PortHarcourt,automatic,Petrol,C,Foreign used,15
Nissan,Armada,2007,1186000,63889,Lagos,automatic,Petrol,D,Nigerian used,14
Volkswagen,Passat,2012,3090000,59082,PortHarcourt,automatic,Petrol,C,Nigerian used,9
Mercedes-Benz,E350,2012,7660000,110935,Abuja,automatic,Petrol,C,Foreign used,9
Toyota,Avalon,2006,1858000,86719,Abuja,automatic,Petrol,C,Nigerian used,15
Toyota,Camry,2008,2026000,233603,Abuja,automatic,Petrol,E,Nigerian used,13
Toyota,Camry,2013,2922000,149729,Lagos,automatic,Petrol,E,Nigerian used,8
Nissan,Pathfinder,2005,1068400,134066,Lagos,automatic,Petrol,D,Nigerian used,16
Lexus,GX470,2004,3370000,94953,Lagos,automatic,Petrol,E,Nigerian used,17
Nissan,Titan,2007,4510000,250091,Lagos,automatic,Petrol,C,Foreign used,14
Honda,Cr-V,2010,2750276,286010,Ibadan,automatic,Petrol,E,Foreign used,11
Ford,Taurus,2011,2026000,76003,Lagos,automatic,Petrol,C,Nigerian used,10
Hyundai,Sonata,2015,4735000,133217,Lagos,automatic,Petrol,C,Foreign used,6
Toyota,Corolla,2009,2810000,252128,Abuja,automatic,Petrol,C,Nigerian used,12
Acura,Mdx,2001,1130000,253471,Lagos,automatic,Petrol,D,Nigerian used,20
Nissan,Rogue,2011,2362000,157152,Lagos,automatic,Petrol,C,Nigerian used,10
Toyota,Camry,2010,2250000,60168,Lagos,automatic,Petrol,D,Nigerian used,11
Volkswagen,Jetta,1999,536400,117808,Lagos,automatic,Petrol,D,Nigerian used,22
Nissan,Maxima,2009,2586000,138830,Kaduna,automatic,Petrol,C,Foreign used,12
Mercedes-Benz,C240,2001,794000,276543,Abuja,automatic,Petrol,E,Nigerian used,20
Hyundai,Veloster,2012,3146000,117496,Lagos,automatic,Petrol,C,Nigerian used,9
Mazda,626,1999,850000,185890,Abuja,manual,Petrol,E,Nigerian used,22
Lexus,Rx 350,2011,7290000,133649,Abuja,automatic,Petrol,C,Nigerian used,10
Mercedes-Benz,GL450,2008,2810000,103454,Kaduna,automatic,Petrol,D,Nigerian used,13
Toyota,Highlander,2012,5610000,53156,Lagos,automatic,Petrol,D,Nigerian used,9
Honda,Accord,2006,1690000,266453,Lagos,manual,Diesel,C,Foreign used,15
Kia,Mohave,2014,2810000,131528,Ilorin,automatic,Petrol,C,Nigerian used,7
Toyota,Camry,2012,4490000,123574,Lagos,automatic,Petrol,C,Foreign used,9
Toyota,Camry,2008,3258000,119217,Abuja,automatic,Petrol,C,Foreign used,13
Honda,Odyssey,2012,2000000,88720,Lagos,automatic,Petrol,D,Nigerian used,9
Toyota,Sienna,2004,2082000,198032,Lagos,automatic,Petrol,D,Nigerian used,17
Volkswagen,Passat,2008,1130000,95669,Abuja,automatic,Petrol,D,Nigerian used,13
Toyota,Camry,2002,1690000,184498,Abuja,automatic,Petrol,D,Nigerian used,19
Honda,Cr-V,2005,1186000,338230,Abuja,automatic,Petrol,D,Nigerian used,16
Ford,Escape,2005,1690000,301670,Abuja,automatic,Petrol,D,Nigerian used,16
Volkswagen,Golf,1997,458000,248815,Abuja,manual,Petrol,D,Nigerian used,24
Nissan,Maxima,2012,1578000,75011,PortHarcourt,automatic,Petrol,D,Nigerian used,9
