manufacturer,model,type,year,price,mileage,location,transmission,fuel_type,grade,car_condition
Chevrolet,Optra,Sedan,2009.0,715600,134080.0,Kaduna,automatic,Petrol,D,Nigerian used
Toyota,Avensis,Sedan,2006.0,1802000,168447.0,Ibadan,manual,Petrol,C,Foreign used
Lexus,Rx 350,Suv,2007.0,4042000,146929.0,Ibadan,automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,1998.0,682000,150803.0,Ilorin,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2009.0,1914000,84785.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2013.0,4602000,104350.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,2011.0,4266000,124042.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2012.0,11210000,38411.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,C200,Sedan,2008.0,1466000,72811.0,Lagos,automatic,Petrol,D,Nigerian used
Lexus,Rx 400h,Sedan,2008.0,2586000,182680.0,Lagos,automatic,Hybrid, ,Nigerian used
Mercedes-Benz,C250,Sedan,2012.0,6730000,145284.0,Kaduna,automatic,Petrol, ,Foreign used
Honda,City,Sedan,2006.0,1130000,155890.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Hyundai,Tucson,Suv,2019.0,11210000,20421.0,Lagos,automatic,Petrol,B,Nigerian used
Mercedes-Benz,C350,Sedan,2008.0,3146000,121195.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Peugeot,406,Convertible,2003.0,1466000,172268.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,1997.0,682000,254441.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Toyota,Fj Cruiser,Suv,2007.0,3930000,98405.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2004.0,1354000,141859.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2017.0,6506000,14372.0,Lagos,automatic,Petrol,D,Foreign used
Mercedes-Benz,C250,Sedan,2014.0,6730000,57309.0,Ibadan,automatic,Petrol,D,Foreign used
Honda,Civic,Sedan,2001.0,682000,300902.0,Kaduna,automatic,Petrol,E,Nigerian used
Toyota,Corolla,Sedan,2005.0,1578000,167911.0,Lagos,automatic,Petrol,C,Nigerian used
BMW,5 Series,Sedan,2008.0,4266000,163194.0,Benin,automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2008.0,1018000,206798.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2004.0,1690000,178991.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Accord,Sedan,2001.0,536400,159936.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Peugeot,206,Hatchback,2004.0,1410000,85141.0,Kaduna,manual,Petrol,D,Nigerian used
BMW,X5,Suv,2003.0,1186000,312824.0,Lagos,automatic,Petrol,D,Nigerian used
Landrover,Range Rover HSE,Suv,2011.0,9754000,127165.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2012.0,3482000,115093.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007.0,2138000,136684.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Lexus,Rx 330,Suv,2004.0,2586000,143021.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Jazz,Hatchback,2005.0,1354000,219653.0,Abuja,manual,Petrol,C,Nigerian used
Mercedes-Benz,E500,Sedan,2004.0,1242000,55310.0,Kaduna,automatic,Petrol,C,Nigerian used
Volkswagen,Transp Shuttle,Bus,2005.0,1690000,312471.0,Lagos,automatic,Diesel, ,Nigerian used
Toyota,Camry,Sedan,2001.0,850000,271519.0,Benin,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2004.0,1410000,233081.0,Lagos,automatic,Petrol,D,Nigerian used
Kia,Sportage,Suv,2012.0,4154000,96089.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Venza,Suv,2010.0,5050000,139308.0,Lagos,automatic,Petrol,C,Nigerian used
Honda,Accord,Sedan,2015.0,5106000,64469.0,Lagos,automatic,Petrol, ,Nigerian used
Ford,Edge,Suv,2008.0,1914000,99323.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Ford,Focus,Hatchback,1999.0,1522000,12678.0,Abuja,manual,Petrol,D,Foreign used
Volkswagen,Passat,Sedan,2006.0,1018000,90171.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Lexus,Rx 300,Suv,2000.0,1466000,219213.0,Lagos,automatic,Petrol, ,Nigerian used
Lexus,GS 350,Sedan,2007.0,2474000,143692.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Landrover,RANGE ROVER,Suv,2007.0,2922000,94428.0,Lagos,automatic,Petrol,D,Nigerian used
Chevrolet,Trax,Hatchback,2015.0,5610000,44879.0,Lagos,automatic,Petrol,C,Foreign used
Kia,Soul,Hatchback,2011.0,2922000,172520.0,Lagos,automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2011.0,3302800,77338.0,Ibadan,automatic,Petrol,D,Foreign used
Mazda,Cx-7,Suv,2011.0,4378000,146586.0,Ibadan,automatic,Petrol,C,Foreign used
Toyota,Sienna,Mpv,2004.0,1466000,104854.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Mercedes-Benz,Ml350,Suv,2006.0,3000000,155453.0,Onitsha,automatic,Petrol,C,Nigerian used
Ford,Focus,Hatchback,2001.0,592400,347567.0,Abuja,automatic,Petrol,D,Nigerian used
Peugeot,307,Sedan,2007.0,738000,99152.0,Kaduna,manual,Petrol,D,Nigerian used
Landrover,Range Rover Vogue,Suv,2007.0,4490000,151210.0,Lagos,automatic,Petrol,C,Foreign used
Mercedes-Benz,VBoot,Sedan,1991.0,458000,999999.0,Kaduna,manual,Petrol, ,Nigerian used
Ford,Edge,Suv,2008.0,2586000,151561.0,Ibadan,automatic,Petrol,D,Nigerian used
Honda,City,Sedan,2007.0,1018000,125809.0,Lagos,manual,Petrol,E,Nigerian used
Honda,Accord,Sedan,2004.0,850000,99999.0,Kaduna,automatic,Petrol,D,Nigerian used
Lexus,Rx 350,Suv,2008.0,4490000,152386.0,Lagos,automatic,Petrol, ,Foreign used
Dodge,Journey,Suv,2015.0,5050000,70139.0,Lagos,automatic,Petrol,C,Nigerian used
Lexus,Es 350,Sedan,2007.0,4098000,73643.0,Ibadan,automatic,Petrol,D,Foreign used
Toyota,Sienna,Mpv,2002.0,1354000,232320.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Crossover,2017.0,10422811,65504.0,Ibadan,automatic,Petrol,D,Foreign used
Peugeot,807,Mpv,2004.0,1130000,742383.0,Kaduna,automatic,Petrol, ,Nigerian used
Ssangyong,Rexton,Suv,2008.0,1130000,121282.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Landrover,Range Rover Vogue,Suv,2008.0,5050000,65965.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Tundra,Truck,2007.0,7850000,148835.0,Abuja,automatic,Petrol,D,Nigerian used
Kia,Carens,Mpv,2002.0,491600,298445.0,Ilorin,manual,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2013.0,12330000,164059.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Mercedes-Benz,C300,Sedan,2011.0,4938000,109027.0,Abuja,automatic,Petrol,C,Foreign used
Lexus,ES300,Sedan,2003.0,1690000,164075.0,PortHarcourt,automatic,Petrol,D,Foreign used
Toyota,Venza,Suv,2009.0,4602000,120935.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Highlander,Suv,2002.0,1970000,202467.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Tundra,Truck,2014.0,16250000,17353.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Corolla,Sedan,2004.0,1914000,244977.0,Kaduna,automatic,Petrol,E,Nigerian used
Landrover,Range Rover Sport,Suv,2014.0,17930000,29555.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2006.0,3146000,134585.0,PortHarcourt,automatic,Petrol, ,Foreign used
Toyota,Venza,Suv,2009.0,4714000,192394.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2012.0,2922000,130368.0,Lagos,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C320,Sedan,2002.0,1578000,249791.0,Kaduna,automatic,Petrol, ,Nigerian used
Lexus,GX460,Suv,2016.0,29130000,36017.0,Abuja,automatic,Petrol,C,Foreign used
Mercedes-Benz,GLK350,Suv,2011.0,7290000,104115.0,PortHarcourt,automatic,Petrol, ,Foreign used
Toyota,Highlander,Suv,2005.0,1914000,115094.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2003.0,1354000,142356.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Mercedes-Benz,E350,Sedan,2011.0,3818000,61181.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2011.0,3370000,106207.0,Lagos,automatic,Petrol,D,Foreign used
Peugeot,206,Coupe,2001.0,626000,99999.0,Kaduna,manual,Petrol, ,Nigerian used
Toyota,Aurion,Sedan,2009.0,2597500,214479.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,2004.0,1410000,189605.0,Benin,automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2004.0,1914000,29999.0,Kaduna,automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,2007.0,1866250,134577.0,Lagos,automatic,Petrol, ,Nigerian used
Honda,Civic,Sedan,2013.0,5386000,3712.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,4Runner,Suv,1998.0,906000,99876.0,Abuja,automatic,Petrol,D,Nigerian used
Lexus,Gs 300,Sedan,2005.0,1074000,169918.0,Benin,automatic,Petrol, ,Nigerian used
Honda,Cr-V,Suv,1998.0,682000,181673.0,Lagos,manual,Petrol,D,Nigerian used
Nissan,Altima,Sedan,2009.0,1466000,85022.0,Abuja,automatic,Petrol,C,Foreign used
Honda,Cr-V,Convertible,2012.0,3594000,194019.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,E350,Sedan,2006.0,2026000,145279.0,Ibadan,automatic,Petrol,E,Foreign used
Toyota,Camry,Sedan,2011.0,3500000,104209.0,Lagos,automatic,Petrol,C,Foreign used
Audi,A6,Sedan,1999.0,682000,294593.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Corolla,Sedan,2014.0,4378000,145666.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Venza,Suv,2009.0,3930000,129516.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2006.0,3370000,156789.0,Abuja,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2012.0,4826000,112398.0,Ibadan,automatic,Petrol,C,Foreign used
Mercedes-Benz,E350,Sedan,2010.0,8410000,60837.0,Abuja,automatic,Petrol,C,Foreign used
Nissan,Qashqai,Suv,2015.0,5610000,59956.0,Lagos,automatic,Petrol,C,Nigerian used
Mazda,Tribute,Suv,2003.0,682000,207468.0,Lagos,automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2007.0,3370000,150620.0,Onitsha,automatic,Petrol,D,Nigerian used
Landrover,Lr3,Suv,2005.0,1858000,69867.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007.0,1354000,119376.0,Abuja,manual,Petrol, ,Nigerian used
Lexus,LS460,Sedan,2008.0,2810000,103864.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Mpv,2006.0,3160000,174811.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2004.0,1354000,207524.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2003.0,1130000,73719.0,Asaba,automatic,Petrol,D,Nigerian used
Ford,Ranger,Pickup,1997.0,682000,157540.0,Lagos,automatic,Petrol,D,Nigerian used
BMW,3 Series,Sedan,2003.0,794000,169872.0,Kaduna,automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2010.0,4490000,84183.0,Ibadan,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2014.0,5050000,99883.0,Kaduna,automatic,Petrol, ,Foreign used
Lexus,GX470,Suv,2005.0,3482000,88242.0,Abuja,automatic,Petrol,C,Nigerian used
Pontiac,Vibe,Hatchback,2004.0,2026000,180120.0,Lagos,automatic,Petrol, ,Nigerian used
Landrover,RANGE ROVER,Suv,2006.0,2474000,109321.0,Lagos,automatic,Petrol, ,Nigerian used
Ford,Ecosport,Suv,2014.0,3146000,86200.0,Lagos,automatic,Petrol,C,Nigerian used
Volkswagen,LT 35,Bus,2003.0,2474000,173366.0,Lagos,manual,Diesel,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2006.0,3594000,100485.0,Onitsha,automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2010.0,3146000,101223.0,Kaduna,automatic,Petrol, ,Foreign used
Toyota,Corolla,Sedan,2011.0,4042000,104388.0,Abuja,automatic,Petrol,B,Foreign used
Acura,Mdx,Suv,2014.0,7290000,99727.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,4Runner,Suv,2003.0,1914000,60852.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2006.0,1242000,222137.0,Ilorin,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007.0,2866000,166287.0,Ibadan,automatic,Petrol,D,Foreign used
Hyundai,Santa Fe,Suv,2010.0,5050000,80731.0,Lagos,automatic,Petrol, ,Foreign used
Mercedes-Benz,E350,Sedan,2014.0,10650000,57403.0,Lagos,automatic,Petrol,C,Nigerian used
Volkswagen,Tiguan,Suv,2011.0,2026000,89435.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Suv,2007.0,5050000,191442.0,Akure,automatic,Petrol,C,Nigerian used
Toyota,4Runner,Suv,2007.0,3258000,139447.0,Abuja,automatic,Petrol,C,Nigerian used
Mazda,3,Sedan,2009.0,3146000,248669.0,Benin,automatic,Petrol, ,Foreign used
Toyota,Rav4,Suv,2007.0,2474000,218940.0,Lagos,automatic,Petrol,E,Nigerian used
Mercedes-Benz,C280,Sedan,2007.0,2250000,327889.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2012.0,3314000,104558.0,Ibadan,automatic,Hybrid,C,Nigerian used
Toyota,Corolla,Sedan,2005.0,2810000,96826.0,Lagos,automatic,Petrol,E,Foreign used
Mercedes-Benz,Ml350,Suv,2006.0,3146000,223771.0,Abuja,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007.0,2250000,71672.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2002.0,1354000,230256.0,Lagos,automatic,Petrol,E,Nigerian used
Toyota,Venza,Suv,2012.0,7850000,75218.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2008.0,2026000,189986.0,Ibadan,automatic,Petrol,D,Nigerian used
Honda,Ridgeline,Truck,2008.0,3034000,168909.0,Abuja,automatic,Petrol,D,Nigerian used
Volkswagen,Touareg,Suv,2006.0,4266000,302858.0,Lagos,automatic,Diesel,D,Foreign used
Lexus,Es 350,Suv,2007.0,3146000,221612.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Lexus,Es 350,Sedan,2007.0,2138000,144452.0,Benin,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2007.0,2810000,107029.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2009.0,3090000,319298.0,Ibadan,automatic,Petrol,C,Foreign used
Mercedes-Benz,GL450,Suv,2007.0,4266000,144784.0,Abuja,automatic,Petrol,C,Nigerian used
Lexus,Rx 330,Suv,2004.0,2586000,163266.0,Lagos,automatic,Petrol,D,Nigerian used
Porsche,Cayenne,Suv,2008.0,3690000,141913.0,PortHarcourt,triptonic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2013.0,8186000,109986.0,Lagos,automatic,Petrol, ,Foreign used
Honda,Civic,Sedan,2006.0,906000,169455.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Pilot,Suv,2003.0,1410000,332437.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Avalon,Sedan,2005.0,1578000,307778.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2007.0,2810000,194634.0,Lagos,automatic,Petrol,D,Nigerian used
Kia,Rio,Hatchback,2007.0,514000,92760.0,Lagos,manual,Petrol,E,Nigerian used
Nissan,Qashqai,Suv,2016.0,4490000,26430.0,Abuja,automatic,Petrol,C,Nigerian used
Hyundai,Tucson,Suv,2013.0,2978000,106008.0,Lagos,automatic,Petrol,C,Nigerian used
Mercedes-Benz,GL450,Mpv,2009.0,6730000,7157.0,Lagos,automatic,Petrol,C,Foreign used
Mercedes-Benz,Ml350,Suv,2013.0,10090000,63439.0,Lagos,automatic,Petrol, ,Nigerian used
Toyota,Land Cruiser,Suv,2006.0,6170000,98358.0,Lagos,automatic,Petrol,E,Nigerian used
Audi,Q5,Suv,2012.0,6730000,187884.0,Abuja,automatic,Petrol,C,Nigerian used
Nissan,Pathfinder,Suv,2006.0,1130000,96772.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Ford,Edge,Suv,2008.0,2810000,177484.0,Asaba,automatic,Petrol,C,Nigerian used
Infiniti,FX35,Suv,2008.0,5610000,183999.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2006.0,2362000,96337.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,Camry,Sedan,2013.0,4266000,511333.0,Abuja,automatic,Petrol,C,Foreign used
Hyundai,Creta,Suv,2017.0,7178000,40382.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Mpv,2007.0,2698000,108543.0,Kaduna,automatic,Petrol, ,Nigerian used
Toyota,Highlander,Suv,2007.0,2250000,135945.0,Abuja,automatic,Petrol, ,Nigerian used
Mercedes-Benz,E350,Sedan,2010.0,6506000,122560.0,Lagos,triptonic,Petrol,C,Foreign used
Ford,Edge,Suv,2010.0,2250000,131981.0,Lagos,automatic,Petrol,D,Nigerian used
Ford,Edge,Mpv,2012.0,3258000,92016.0,Kaduna,automatic,Petrol, ,Nigerian used
Kia,Cerato,Sedan,2013.0,2138000,53255.0,Lagos,automatic,Petrol,D,Nigerian used
Mercedes-Benz,C230,Sedan,2006.0,3370000,152004.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Avalon,Sedan,2007.0,2810000,12745.0,Abuja,automatic,Petrol,C,Foreign used
Hyundai,Elantra,Sedan,2014.0,2810000,82103.0,Lagos,automatic,Petrol,D,Nigerian used
Hyundai,H1,Bus,2009.0,3370000,78901.0,Abuja,manual,Petrol,D,Nigerian used
Mercedes-Benz,Ml350,Suv,2012.0,10650000,104352.0,PortHarcourt,automatic,Petrol, ,Foreign used
Ford,Edge,Suv,2007.0,2250000,163121.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Accord,Sedan,2007.0,1354000,116388.0,Lagos,automatic,Petrol,E,Nigerian used
Mercedes-Benz,GLK350,Suv,2010.0,5162000,49817.0,Kaduna,automatic,Petrol,C,Nigerian used
Toyota,Avalon,Sedan,2007.0,3370000,249797.0,Lagos,automatic,Petrol,C,Foreign used
Mercedes-Benz,C240,Sedan,2003.0,794000,999999.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007.0,2026000,26839.0,Lagos,automatic,Hybrid,D,Nigerian used
Toyota,Camry,Sedan,2007.0,2810000,184320.0,Benin,automatic,Petrol, ,Nigerian used
Honda,Accord Crosstour,Hatchback,2010.0,2250000,95253.0,Ilorin,automatic,Petrol,E,Nigerian used
Mercedes-Benz,C300,Sedan,2009.0,4490000,144059.0,Lagos,automatic,Petrol,C,Foreign used
Hyundai,Ix35,Suv,2011.0,2810000,126951.0,Lagos,automatic,Petrol,D,Nigerian used
Mazda,Premacy,Mpv,1999.0,906000,211297.0,Kaduna,manual,Petrol,D,Nigerian used
BMW,3 Series,Sedan,2008.0,3594000,195435.0,Kaduna,automatic,Petrol,C,Foreign used
Honda,Accord,Sedan,2004.0,962000,127110.0,Ilorin,automatic,Petrol,D,Nigerian used
Mercedes-Benz,E500,Sedan,2005.0,2250000,278594.0,Ilorin,automatic,Petrol,C,Foreign used
Ford,Explorer,Suv,2005.0,1416250,1.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Highlander,Suv,2008.0,2922000,216864.0,Lagos,automatic,Petrol, ,Nigerian used
Ford,Escape,Suv,2006.0,910000,201323.0,Lagos,manual,Petrol,C,Nigerian used
Honda,Civic,Sedan,2008.0,3146000,46746.0,Lagos,automatic,Hybrid,C,Foreign used
Toyota,Sienna,Mpv,2006.0,3034000,265109.0,Lagos,automatic,Petrol,C,Foreign used
Ford,Explorer,Truck,2007.0,3090000,173938.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Pilot,Suv,2010.0,2810000,189422.0,Akure,automatic,Petrol,C,Nigerian used
Mercedes-Benz,S550,Sedan,2008.0,5834000,34590.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Sienna,Mpv,2006.0,1350000,26749.0,Onitsha,automatic,Petrol,D,Nigerian used
Acura,Mdx,Suv,2008.0,1914000,77468.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Avalon,Sedan,2005.0,2138000,94987.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2012.0,5635000,84693.0,Lagos,automatic,Petrol,E,Foreign used
Hyundai,Ix35,Suv,2011.0,1810000,142896.0,Lagos,automatic,Petrol,E,Nigerian used
Honda,Cr-V,Suv,2008.0,2250000,153786.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Ridgeline,Truck,2010.0,3370000,89453.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Mercedes-Benz,Gl550,Suv,2012.0,10650000,145317.0,Lagos,automatic,Petrol,C,Foreign used
Mercedes-Benz,G500,Suv,2003.0,15690000,129.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Avalon,Sedan,2006.0,2250000,141371.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Toyota,Sienna,Mpv,2011.0,5386000,102537.0,Lagos,automatic,Petrol,C,Foreign used
Toyota,Camry,Sedan,2006.0,3370000,165948.0,Lagos,automatic,Petrol,D,Foreign used
Honda,Pilot,Suv,2006.0,2250000,135589.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Cr-V,Suv,2008.0,2250000,168674.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2003.0,2250000,217537.0,PortHarcourt,automatic,Petrol,D,Foreign used
Lexus,Es 350,Sedan,2008.0,4042000,124660.0,Lagos,automatic,Hybrid,C,Nigerian used
Toyota,Camry,Sedan,1997.0,1074000,308380.0,Abuja,automatic,Petrol,D,Nigerian used
Toyota,Sienna,Mpv,2004.0,2866000,298063.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,Fortuner,Suv,2017.0,15130000,62276.0,Lagos,automatic,Petrol,D,Nigerian used
Hyundai,Azera,Sedan,2007.0,2026000,111243.0,Lagos,automatic,Petrol, ,Nigerian used
Mercedes-Benz,E350,Sedan,2011.0,6730000,112170.0,Ibadan,automatic,Petrol,D,Foreign used
Toyota,Sienna,Mpv,2010.0,2474000,198707.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Peugeot,407,Sedan,2005.0,906000,143556.0,Abuja,manual,Petrol, ,Nigerian used
Mercedes-Benz,Ml350,Suv,2006.0,4826000,177875.0,Lagos,automatic,Petrol, ,Foreign used
Ford,Edge,Suv,2011.0,2474000,137372.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Corolla,Sedan,2005.0,2810000,234833.0,PortHarcourt,automatic,Petrol, ,Foreign used
Ford,Expedition,Suv,2005.0,1130000,215697.0,Abuja,automatic,Petrol,E,Nigerian used
Lexus,GX460,Suv,2010.0,8970000,49459.0,Lagos,automatic,Petrol,D,Nigerian used
Lexus,Rx 330,Suv,2005.0,3034000,93469.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2008.0,2474000,136064.0,Lagos,automatic,Petrol,E,Nigerian used
Dodge,Caliber,Hatchback,2007.0,1354000,221876.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2007.0,1914000,116903.0,Ilorin,automatic,Hybrid,C,Nigerian used
Hyundai,Accent,Crossover,2013.0,1914000,160525.0,Kaduna,automatic,Petrol,C,Nigerian used
Mercedes-Benz,C300,Sedan,2012.0,5050000,156590.0,Onitsha,automatic,Petrol,C,Foreign used
Lexus,Gs 300,Sedan,1998.0,682000,196668.0,Ilorin,automatic,Petrol,D,Nigerian used
Kia,Rio,Sedan,2018.0,3482000,50654.0,Lagos,automatic,Petrol,D,Nigerian used
Honda,Accord,Sedan,2015.0,4285000,59214.0,Lagos,automatic,Petrol, ,Foreign used
Nissan,Titan,Truck,2005.0,3930000,87291.0,Abuja,automatic,Petrol,C,Nigerian used
Toyota,Camry,Sedan,2012.0,5050000,65817.0,Abuja,automatic,Petrol, ,Foreign used
Toyota,Highlander,Suv,2005.0,2250000,87578.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Mercedes-Benz,GL450,Suv,2007.0,3930000,147465.0,Onitsha,automatic,Hybrid,C,Nigerian used
Toyota,Sienna,Crossover,2005.0,1354000,207349.0,Abuja,automatic,Petrol,D,Nigerian used
Acura,Mdx,Mpv,2003.0,1130000,170721.0,Lagos,automatic,Petrol,D,Nigerian used
Subaru,Outback,Suv,2010.0,3146000,87205.0,Lagos,automatic,Petrol, ,Foreign used
Lexus,Rx 330,Suv,2004.0,2810000,238722.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Rav4,Suv,2009.0,2250000,102313.0,PortHarcourt,automatic,Petrol,D,Nigerian used
Ford,Explorer,Suv,2017.0,20170000,92317.0,Lagos,automatic,Petrol, ,Nigerian used
Infiniti,Qx56,Mpv,2006.0,1550000,73261.0,PortHarcourt,automatic,Petrol,C,Foreign used
Toyota,Highlander,Suv,2009.0,5890000,123744.0,Lagos,automatic,Petrol,D,Foreign used
Toyota,Highlander,Suv,2004.0,2250000,56289.0,Lagos,automatic,Petrol,D,Nigerian used
Toyota,Camry,Sedan,2011.0,3370000,189047.0,Lagos,automatic,Petrol, ,Foreign used
Toyota,Camry,Sedan,2018.0,10090000,27810.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Ford,Escape,Suv,2009.0,2698000,131240.0,Lagos,automatic,Petrol,D,Foreign used
Infiniti,Qx,Suv,2014.0,8410000,49378.0,Benin,automatic,Petrol, ,Foreign used
Mercedes-Benz,C240,Sedan,2001.0,906000,196553.0,Lagos,automatic,Petrol,E,Nigerian used
Mitsubishi,Pajero,Suv,2012.0,3370000,113622.0,Lagos,automatic,Petrol,C,Nigerian used
Toyota,Corolla,Sedan,2008.0,1578000,199136.0,PortHarcourt,automatic,Petrol,E,Nigerian used
Toyota,Sienna,Mpv,2001.0,1578000,167704.0,Benin,automatic,Petrol, ,Nigerian used
Toyota,Camry,Sedan,2009.0,2250000,193570.0,Onitsha,automatic,Petrol,E,Nigerian used
Toyota,Camry,Sedan,2007.0,2250000,207955.0,PortHarcourt,automatic,Petrol, ,Nigerian used
Honda,Civic,Sedan,2013.0,3700000,25661.0,Abuja,automatic,Petrol, ,Nigerian used
